epoch,acc,loss,val_acc,val_loss
0,0.509880970666,0.692778780533,0.517950697861,0.692217575817
1,0.518144766405,0.692278730452,0.518112430509,0.692062479738
2,0.519592144799,0.691953319478,0.520214763204,0.691732416271
3,0.519947925723,0.691895579681,0.519956010084,0.692042960399
4,0.521459989147,0.69196305665,0.524160683136,0.69153997276
5,0.521241662675,0.691813168292,0.520150069648,0.691027570233
6,0.523125681148,0.691495039437,0.52538973548,0.691122253686
7,0.524492201974,0.691457764441,0.522252403662,0.691640612467
8,0.522583929892,0.691766133534,0.526554115508,0.690816767107
9,0.523966615963,0.691416531649,0.526554099935,0.690789125782
10,0.526521766112,0.691233389548,0.5264894321,0.690700348907
11,0.526723903388,0.691147527563,0.525907230617,0.691004296136
12,0.527548670532,0.690988396664,0.528559412717,0.691001721084
13,0.527564849686,0.691140956269,0.527136296502,0.691023557046
14,0.531122643624,0.690569729344,0.527330362702,0.690931081776
15,0.53135713387,0.690547693153,0.526942225013,0.690986828513
16,0.530402997227,0.690526375865,0.527847857858,0.690338992442
17,0.533257322897,0.690203082331,0.53150268176,0.690204582846
18,0.532658959896,0.690267233905,0.529853156983,0.690589532259
19,0.532561933738,0.690148280042,0.522672869154,0.691338548805
20,0.536354221061,0.689789029835,0.533831417888,0.690408474265
21,0.534737043761,0.689826136728,0.531567361972,0.689946035876
22,0.536475514354,0.689582942752,0.531437993377,0.690464699378
23,0.536984925019,0.689739824783,0.534251880273,0.689978815461
24,0.539782643742,0.68921066508,0.52855941586,0.690519317725
25,0.53796332106,0.689207481963,0.534995788787,0.689963920377
26,0.538359528954,0.689382961373,0.537324520458,0.689304176066
27,0.540955109463,0.688759003484,0.533928457126,0.689651360579
28,0.540672091172,0.688900802926,0.534769390181,0.689821656829
29,0.542143730842,0.688553352854,0.533637351315,0.689481597806
30,0.542936149791,0.688478629238,0.533507983834,0.68970177977
31,0.543518333642,0.688113944633,0.535060487375,0.689678651032
32,0.544545247489,0.687989121402,0.533022828796,0.689589056143
33,0.543583020675,0.687677645114,0.532634703676,0.689780508981
34,0.546332233361,0.687447133996,0.538715308385,0.689355493668
35,0.545709611146,0.687359511366,0.535707354661,0.68926632749
36,0.544448214736,0.687557882433,0.536418913176,0.689265821346
37,0.546251372472,0.687055505743,0.533831421023,0.689766606435
38,0.547496600172,0.68668458969,0.535933756467,0.689296104643
39,0.549210813339,0.686520181997,0.536645311681,0.688796316967
40,0.547076134148,0.686462459157,0.535513288188,0.688951258684
41,0.549129951956,0.686279090632,0.536483595778,0.689155832154
42,0.548345618684,0.685992701414,0.535480947372,0.688907584326
43,0.549752563469,0.685764808328,0.538779995799,0.688932873436
44,0.55246942792,0.685684958203,0.53787437422,0.688881000882
45,0.552768611609,0.685550661563,0.535869070973,0.688344406988
46,0.553197164374,0.685139971159,0.541011710942,0.688042877458
47,0.553617627969,0.684727523161,0.542337799533,0.688260190248
48,0.555986798552,0.684299836107,0.540267804564,0.687901684157
49,0.555622929751,0.684126838119,0.538974061154,0.688375110209
50,0.555210550214,0.684136974795,0.542531855858,0.687763783592
51,0.554927546377,0.683742006196,0.540591234049,0.688338908949
52,0.555380360511,0.684183509964,0.540655922023,0.688317712702
53,0.557927413717,0.683349829094,0.539265147179,0.688204268391
54,0.55774953079,0.68347674577,0.54139982608,0.687731493695
55,0.555145866628,0.683413721672,0.541820293183,0.687523610063
56,0.559188818186,0.683211278758,0.541626234229,0.687832239294
57,0.558550034479,0.6826604826,0.539556238593,0.6876612622
58,0.559302020319,0.68229981366,0.541367480842,0.687500046098
59,0.563320713859,0.682106556236,0.543437478814,0.687262257337
60,0.561962283578,0.681856819309,0.542208414956,0.687315644195
61,0.562164428622,0.681846201042,0.540817642907,0.687024897094
62,0.562964932354,0.68150471625,0.543566852482,0.686844080877
63,0.563223685698,0.680857044272,0.541852644355,0.686925677288
64,0.561614588031,0.681285949842,0.540009052905,0.686578209923
65,0.562479785689,0.68137759657,0.541367485816,0.686716004538
66,0.56237466062,0.680835113892,0.540688268221,0.686973640589
67,0.563547118387,0.680269081215,0.541626231892,0.686658980475
68,0.565520084859,0.680094727227,0.543631546748,0.686436678403
69,0.566999806069,0.679653479015,0.541270451802,0.68711833414
70,0.565625196488,0.679461140602,0.545086997047,0.68618841405
71,0.567994370005,0.679445215844,0.543566850712,0.686100700685
72,0.567339415013,0.679096603966,0.544149037833,0.686109703535
73,0.5672100359,0.678953412877,0.543954976183,0.68535305618
74,0.568107572153,0.67866340825,0.544795914311,0.686039417001
75,0.569862211026,0.678286638711,0.544957626467,0.685777010951
76,0.569199168722,0.678241400301,0.547351053815,0.685254815684
77,0.568600808609,0.678058697568,0.546639493269,0.685579971937
78,0.571479392639,0.677632200864,0.546962932042,0.685477991644
79,0.569563030676,0.677615600197,0.543372788045,0.685516193163
80,0.571034665346,0.677095905522,0.545022303934,0.685287548404
81,0.569878382781,0.677549009274,0.542208424087,0.685706125043
82,0.571568340933,0.676976811158,0.543825600887,0.685412631718
83,0.570662717032,0.676966008174,0.545992624861,0.685398432757
84,0.574463095068,0.676438882574,0.544375437411,0.685841294774
85,0.57360598223,0.676240954677,0.545766209001,0.68553425553
86,0.573023798283,0.67640009124,0.545992625061,0.685328012177
87,0.574527776598,0.676020746506,0.542273109782,0.685734003888
88,0.57544957424,0.675848173092,0.544828253149,0.685573603313
89,0.575587033651,0.675135156733,0.545895586124,0.684916949648
90,0.576330932969,0.675248207096,0.544925273976,0.685161206202
91,0.577155693582,0.674734320756,0.547997927799,0.684594389025
92,0.57620964546,0.674555848002,0.545539809022,0.685455992923
93,0.575773011883,0.674425162784,0.547189328115,0.685404432241
94,0.57790768406,0.6741030908,0.546477781264,0.685365412062
95,0.578004717692,0.675273515153,0.546865898472,0.685069750248
96,0.578231124372,0.674382741134,0.547351047774,0.684725090193
97,0.577559992743,0.673251870934,0.5495827684,0.684621746743
98,0.579686585161,0.67289317376,0.549259322482,0.684408238144
99,0.577268901059,0.673428896594,0.552040875409,0.68379293079
100,0.579532956705,0.673012489512,0.549970891491,0.684712973158
101,0.578837566515,0.672582545871,0.547803866658,0.684439756011
102,0.580430489596,0.672650811138,0.547286364515,0.68390312158
103,0.581489740996,0.672698369695,0.5492269811,0.684661318224
104,0.580284941219,0.672526366329,0.549776826144,0.684423447681
105,0.580479005433,0.672136683353,0.548515420762,0.684612573466
106,0.582120450381,0.671733759089,0.549000583858,0.684723320025
107,0.582565168146,0.67154533473,0.550391352619,0.683972076978
108,0.583503131652,0.670733613068,0.550229634171,0.683887202162
109,0.58138462412,0.671671184795,0.55077948474,0.684058358066
110,0.581813178466,0.671091461711,0.550261972191,0.683738016856
111,0.583672937654,0.670759489958,0.550067917751,0.683390988046
112,0.584303637026,0.670648944009,0.549453392903,0.684224334141
113,0.586122964674,0.669813051053,0.550164940564,0.683901581795
114,0.584465353947,0.670336185282,0.55333461836,0.68300867068
115,0.583131183643,0.670142660027,0.551879153707,0.683044120622
116,0.587335847915,0.669349622781,0.55029432514,0.682985611972
117,0.585298203776,0.669327705873,0.54916229724,0.683081628531
118,0.583769973484,0.669639142656,0.551491039703,0.683428704877
119,0.587206479517,0.66831462972,0.553075871883,0.683992855198
120,0.584554305838,0.669655418213,0.556536635403,0.682460638918
121,0.587085193955,0.66854960295,0.552914154754,0.682945596454
122,0.588597255954,0.668516556973,0.553043522897,0.682570501575
123,0.587287336536,0.6690309356,0.552137914505,0.682988459855
124,0.588023155263,0.66869428594,0.551426350762,0.683113973553
125,0.588249556753,0.66798046506,0.549032924832,0.683272478111
126,0.588023153578,0.668061208467,0.551523378599,0.683606470554
127,0.589624158704,0.668076017147,0.55291414978,0.682876318599
128,0.586802179149,0.667351628925,0.549647439381,0.683904193935
129,0.59053787078,0.667241864926,0.548838860495,0.682960277553
130,0.589882914994,0.667878561768,0.552526040943,0.682525025159
131,0.589955680513,0.667495145489,0.554046188137,0.681911084274
132,0.589713106362,0.667662254561,0.554725404822,0.682438317925
133,0.58990717112,0.66716277031,0.551555723721,0.682150410094
134,0.591677978401,0.665605892674,0.552623069289,0.682533554179
135,0.591702239774,0.666431610971,0.551685091005,0.682277198431
136,0.590990676405,0.665705397263,0.550908848419,0.683769261246
137,0.591516265617,0.666092472641,0.553334612986,0.682876739799
138,0.592761494887,0.665324153205,0.551749787407,0.682677008494
139,0.593788405248,0.664968539575,0.555339923227,0.681583288964
140,0.59234102537,0.665317803762,0.552202587005,0.682013338774
141,0.592438058986,0.665004641564,0.552493689621,0.682152911819
142,0.59418461456,0.664176843836,0.552623061828,0.68143695766
143,0.593933952939,0.664838409654,0.553625721585,0.681772037865
144,0.594766804229,0.664557600879,0.556795394165,0.682079968404
145,0.592923215301,0.665009989005,0.552849460388,0.682469288169
146,0.593780320465,0.663913314502,0.553269932006,0.681679801168
147,0.594532306637,0.663185095465,0.554078525205,0.681851387132
148,0.593545824206,0.663904478679,0.553269936579,0.681804218255
149,0.593836922403,0.66356887629,0.552428994703,0.681511617365
150,0.59395012491,0.66381698317,0.554143213387,0.681496213946
151,0.595882655528,0.663200828528,0.553205242714,0.681864996851
152,0.597273429219,0.663109943813,0.555339926122,0.680983905026
153,0.597071281002,0.66261463139,0.556568983328,0.681575348059
154,0.596683159934,0.661893873202,0.559221147222,0.681021449135
155,0.595130666299,0.663811030884,0.560514907567,0.680612082106
156,0.596699332943,0.663238932506,0.560062100407,0.680999262524
157,0.5966023011,0.662315967236,0.559253498329,0.680564345233
158,0.598300338042,0.662046544444,0.557442266429,0.681238375889
159,0.597483662243,0.662511141371,0.554854773975,0.680636295002
160,0.597071277983,0.661957113063,0.556439612748,0.680467532407
161,0.600928257084,0.660514339218,0.560676626623,0.680785775312
162,0.598405454432,0.662154298491,0.557118814978,0.680777346797
163,0.599432364454,0.661723447105,0.558994759212,0.680217702543
164,0.599319159356,0.660730578002,0.557636323005,0.680866202594
165,0.59947279759,0.660789334201,0.554175558108,0.680622927753
166,0.601178917156,0.66094373035,0.559221154826,0.680486629578
167,0.599634513243,0.660693496595,0.555922112233,0.68096314812
168,0.60062907552,0.660428897935,0.556374919801,0.681715838624
169,0.600111580306,0.660572585876,0.555372278196,0.681549886747
170,0.599658770899,0.660444719805,0.55556633559,0.681951572951
171,0.600750368771,0.660532979999,0.552978839531,0.681312166297
172,0.600709939591,0.659854362611,0.556407260165,0.681848163843
173,0.602464585091,0.659518996196,0.559382882762,0.680740543734
174,0.601841963978,0.659651770294,0.554660717199,0.681405540472
175,0.602618211708,0.659464960281,0.555436958158,0.680548961802
176,0.601089980649,0.659453325773,0.556698352332,0.681988332572
177,0.6015508761,0.658474813192,0.556407267518,0.680641256993
178,0.602270518895,0.659880873387,0.556277889535,0.681335330002
179,0.601267869633,0.658995204581,0.557280542749,0.680952063549
180,0.60504398303,0.658235280297,0.558962411487,0.681028401357
181,0.602804191737,0.659061024546,0.561355840104,0.679833996137
182,0.603847270067,0.658251213595,0.55634258355,0.680158204257
183,0.603434889793,0.657642807078,0.557118815988,0.681004363558
184,0.601073802728,0.658957693519,0.559027097082,0.679672067907
185,0.604599257889,0.657659582537,0.560579590173,0.68014302897
186,0.602771851511,0.658137681915,0.563199424603,0.679828720284
187,0.605820229394,0.65810490074,0.561161779931,0.680197496735
188,0.605771714834,0.658087686253,0.560159117737,0.679974951884
189,0.604300079131,0.657371675635,0.560482556611,0.680006981301
190,0.603693631228,0.658665905379,0.561452872456,0.679201604644
